product_name,price,supplier,properties,certifications,lead_days,lead_type,years_in_business,source_url
Branched Chain Amino Acids (BCAA) Instantized Powder,0.0725,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/branched-chain-amino-acids-bcaa-instantized
Zinc Bis-Glycinate,0.105,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/zinc-bis-glycinate
Casein Protein - 100% Micellar (USA) Powder,0.0335,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/casein-protein-100-micellar
Potassium Citrate,0.055,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/potassium-citrate
Para-Amino Benzoic Acid (PABA) (Vitamin B10),0.1075,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-PROTEIN"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/para-amino-benzoic-acid-paba-vitamin-b10
Inositol Hexanicotinate Powder Bulk 25kg,0.1337,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/inositol-hexanicotinate-bulk
Calcium Lactate Gluconate,0.0995,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/calcium-lactate-gluconate
BHB Potassium Powder,0.0875,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/bhb-potassium
Zinc Ascorbate,0.1275,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/zinc-ascorbate
Potassium L-Aspartate Bulk 25kg,0.0504,PureBulk,NONE,"[""NO-FILLERS"", ""PURE""]",NONE,NONE,NONE,https://purebulk.com/products/potassium-l-aspartate-bulk
L-Malic Acid,0.0295,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/l-malic-acid
D-Alpha Tocopherol Oil (Vitamin E) (1000 IU) 250ml,0.7695,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/d-alpha-tocopherol-oil-vitamin-e-1000-iu
Biotin Pure (Vitamin B7) Powder Bulk,0.3402,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/biotin-pure-vitamin-b7-bulk
Niacin (Vitamin B3) Immediate Release,0.0424,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/niacin-vitamin-b3-immediate-release
Potassium Chloride (USA),0.037,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/potassium-chloride
Nutmeg,0.165,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/nutmeg
NMN (Nicotinamide Mononucleotide),2.1,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/nmn-nicotinamide-mononucleotide
Coenzyme Q10 (COQ10) with MCT Oil,0.979,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/coenzyme-q10-coq10-with-mct-oil
Copper Gluconate Powder Pure Bulk 25kg,0.049,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/copper-gluconate-pure-bulk
Potassium Iodide Bulk 25kg,0.2296,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/potassium-iodide-bulk
L-Isoleucine,0.0725,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/l-isoleucine
Glycine Powder,0.037,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/glycine
Coenzyme Q10 (COQ10) with MCT Oil Bulk,1378.95,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/coenzyme-q10-coq10-with-mct-oil-bulk
Hydrolyzed Collagen Peptides (Fish) (Type I) Powder,0.0995,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN"", ""WHEAT-FREE""]",NONE,NONE,NONE,https://purebulk.com/products/hydrolyzed-collagen-fish
Cyanocobalamin Pure (Vitamin B12) Powder,11.45,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/cyanocobalamin-pure-vitamin-b12
Vitamin E 400IU Softgels in MCT Oil (Qty: 250),0.325,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/vitamin-e-400iu-softgels-qty-250
Cholecalciferol (Vitamin D3) Powder,0.118,PureBulk,NONE,"[""NO-FILLERS"", ""PURE""]",NONE,NONE,NONE,https://purebulk.com/products/cholecalciferol-vitamin-d3
Biotin Pure (Vitamin B7) Powder,0.995,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-DESTRUCTIVE"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/biotin-pure-vitamin-b7
Fucoidan 75% (Kelp Extract),0.478,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/fucoidan-75-kelp-extract
Benfotiamine Powder,0.319,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/benfotiamine
Folic Acid Pure (Vitamin B9) Powder,0.275,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/folic-acid-pure-vitamin-b9
Chlorella (Broken Cell Wall),0.125,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-ANIMAL"", ""NON-ESSENTIAL"", ""NON-MEAT"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/chlorella-broken-cell-wall
Shiitake Mushroom  Extract 50%,0.0875,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/shiitake-mushroom-50
Zinc Picolinate 20%,0.125,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/zinc-picolinate-20
Magnesium Orotate,0.255,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/magnesium-orotate
Tasty Clear Electrolytes,0.12,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/electrolytes-tasty-clear
Zinc L-Aspartate (USA),0.0688,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-HEALING"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/zinc-l-aspartate
L-Arginine a-Ketoglutarate Powder (AAKG),0.0825,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/l-arginine-a-ketoglutarate-aakg
Riboflavin (Vitamin B2),0.235,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/riboflavin-vitamin-b2
L-Citrulline Powder,0.055,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/l-citrulline
Myo-Inositol Powder (Vitamin B8),0.055,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/inositol-vitamin-b8
Inositol Hexanicotinate Powder,0.1771,PureBulk,NONE,"[""BSE-TSE-FREE"", ""FLUSH-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/inositol-hexanicotinate
Magnesium Carbonate,0.031,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/magnesium-carbonate
ALCAR/ALA,0.185,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/alcar-ala-powder
Biotin 1% (Vitamin B7) Powder,0.0995,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/biotin-1-vitamin-b7
EDTA Calcium Disodium Powder,0.0895,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/edta-calcium-disodium
Spirulina,0.0558,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/spirulina
L-Histidine Base,0.253,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/l-histidine-base
Clif High's Pure Sleep (Generation 2),0.3371,PureBulk,NONE,"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-HABIT"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",NONE,NONE,NONE,https://purebulk.com/products/clif-highs-pure-sleep
