role,id,name,properties_json,certifications_json,price_value,price_unit,price_tiers_json,lead_days,lead_reliability,lead_type,supplier_rating_value,supplier_rating_reviews,defect_rate_value,defect_rate_sample,on_time_delivery_value,on_time_delivery_sample,years_in_business,audit_score_value,audit_age_months,audit_passed,moq,country_of_origin,incoterm,source_url
CANDIDATE,pyridoxine-hcl-vitamin-b6,Pyridoxine HCl (Vitamin B6),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-CARBOHYDRATE"", ""NON-PREGNANCY"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.15,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/pyridoxine-hcl-vitamin-b6
CANDIDATE,citicoline-sodium,Citicoline Sodium Powder,{},"[""NO-FILLERS"", ""PURE""]",0.995,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/citicoline-sodium
CANDIDATE,magnesium-glycinate,Magnesium Bis-Glycinate Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0725,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-glycinate
CANDIDATE,citric-acid-bulk,Citric Acid Powder Bulk 50lb,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",392.95,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/citric-acid-bulk
CANDIDATE,magnesium-lactate-dihydrate,Magnesium Lactate Dihydrate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.065,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-lactate-dihydrate
CANDIDATE,oil-of-oregano-carvacrol,Oil of Oregano (Carvacrol) 30ml (1oz),{},"[""BSE-TSE-FREE"", ""FILLERS-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.682,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/oil-of-oregano-carvacrol
CANDIDATE,acerola-cherry,Acerola Cherry Extract (25% Vitamin C) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.105,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/acerola-cherry
CANDIDATE,d-alpha-tocopherol-oil-vitamin-e-1000-iu-bulk,D-Alpha Tocopherol Oil (Vitamin E) (1000 IU) Bulk 20kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.1155,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/d-alpha-tocopherol-oil-vitamin-e-1000-iu-bulk
CANDIDATE,l-leucine-bulk,L-Leucine Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0382,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-leucine-bulk
CANDIDATE,thiamine-mononitrate-vitamin-b1-bulk,Thiamine Mononitrate (Vitamin B1) Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0683,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/thiamine-mononitrate-vitamin-b1-bulk
CANDIDATE,methylcobalamin,Methylcobalamin Pure,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",12.45,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/methylcobalamin
CANDIDATE,vitamin-d3-5000iu-softgels,Vitamin D3 5000IU Olive Oil (Soy Free) Softgels,{},"[""NO-FILLERS"", ""PURE"", ""SOY-FREE""]",0.121,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/vitamin-d3-5000iu-softgels
CANDIDATE,calcium-lactate-gluconate-bulk,Calcium Lactate Gluconate Bulk,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.049,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/calcium-lactate-gluconate-bulk
CANDIDATE,piperine-95-black-pepper-extract,Piperine 95% (Black Pepper Extract),{},"[""NO-FILLERS"", ""PURE""]",1.075,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/piperine-95-black-pepper-extract
CANDIDATE,l-glutamine,L-Glutamine,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.07,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-glutamine
CANDIDATE,magnesium-hydroxide,Magnesium Hydroxide (USA),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.035,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-hydroxide
CANDIDATE,potassium-l-aspartate,Potassium L-Aspartate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE""]",0.1025,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/potassium-l-aspartate
CANDIDATE,calcium-citrate-usa-bulk,Calcium Citrate (USA) Powder Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.035,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/calcium-citrate-usa-bulk
CANDIDATE,copper-gluconate-pure,Copper Gluconate Powder Pure,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.11,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/copper-gluconate-pure
CANDIDATE,magnesium-gluconate,Magnesium Gluconate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0895,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-gluconate
CANDIDATE,ascorbic-acid-vitamin-c,Ascorbic Acid (Vitamin C) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-GMO"", ""NON-HEME"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0299,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/ascorbic-acid-vitamin-c
CANDIDATE,pea-protein-powder,Pea Protein 80%,{},"[""BSE-TSE-FREE"", ""GLUTEN-FREE"", ""NO-FILLERS"", ""NON-DAIRY"", ""NON-ESSENTIAL"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0405,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/pea-protein-powder
CANDIDATE,coenzyme-q10-coq10-bulk,Coenzyme Q10 (CoQ10) Powder Bulk 5kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.315,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/coenzyme-q10-coq10-bulk
CANDIDATE,niacinamide-powder-vitamin-b3-bulk,Niacinamide Powder (Vitamin B3) Bulk,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0212,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/niacinamide-powder-vitamin-b3-bulk
CANDIDATE,l-citrulline-dl-malate-2-1,L-Citrulline DL-Malate (2:1) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.065,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-citrulline-dl-malate-2-1
CANDIDATE,l-methionine,L-Methionine,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.065,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-methionine
CANDIDATE,para-amino-benzoic-acid-paba-vitamin-b10-bulk,Para-Amino Benzoic Acid (PABA) (Vitamin B10) Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0525,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/para-amino-benzoic-acid-paba-vitamin-b10-bulk
CANDIDATE,branched-chain-amino-acids-bcaa-instantized,Branched Chain Amino Acids (BCAA) Instantized Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0725,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/branched-chain-amino-acids-bcaa-instantized
CANDIDATE,zinc-bis-glycinate,Zinc Bis-Glycinate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.105,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/zinc-bis-glycinate
CANDIDATE,casein-protein-100-micellar,Casein Protein - 100% Micellar (USA) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0335,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/casein-protein-100-micellar
CANDIDATE,potassium-citrate,Potassium Citrate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.055,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/potassium-citrate
CANDIDATE,para-amino-benzoic-acid-paba-vitamin-b10,Para-Amino Benzoic Acid (PABA) (Vitamin B10),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-PROTEIN"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.1075,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/para-amino-benzoic-acid-paba-vitamin-b10
CANDIDATE,inositol-hexanicotinate-bulk,Inositol Hexanicotinate Powder Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.1337,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/inositol-hexanicotinate-bulk
CANDIDATE,calcium-lactate-gluconate,Calcium Lactate Gluconate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0995,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/calcium-lactate-gluconate
CANDIDATE,bhb-potassium,BHB Potassium Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0875,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/bhb-potassium
CANDIDATE,zinc-ascorbate,Zinc Ascorbate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.1275,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/zinc-ascorbate
CANDIDATE,potassium-l-aspartate-bulk,Potassium L-Aspartate Bulk 25kg,{},"[""NO-FILLERS"", ""PURE""]",0.0504,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/potassium-l-aspartate-bulk
CANDIDATE,l-malic-acid,L-Malic Acid,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0295,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-malic-acid
CANDIDATE,d-alpha-tocopherol-oil-vitamin-e-1000-iu,D-Alpha Tocopherol Oil (Vitamin E) (1000 IU) 250ml,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.7695,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/d-alpha-tocopherol-oil-vitamin-e-1000-iu
CANDIDATE,biotin-pure-vitamin-b7-bulk,Biotin Pure (Vitamin B7) Powder Bulk,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.3402,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/biotin-pure-vitamin-b7-bulk
CANDIDATE,niacin-vitamin-b3-immediate-release,Niacin (Vitamin B3) Immediate Release,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0424,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/niacin-vitamin-b3-immediate-release
CANDIDATE,potassium-chloride,Potassium Chloride (USA),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.037,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/potassium-chloride
CANDIDATE,nutmeg,Nutmeg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.165,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/nutmeg
CANDIDATE,nmn-nicotinamide-mononucleotide,NMN (Nicotinamide Mononucleotide),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",2.1,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/nmn-nicotinamide-mononucleotide
CANDIDATE,coenzyme-q10-coq10-with-mct-oil,Coenzyme Q10 (COQ10) with MCT Oil,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.979,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/coenzyme-q10-coq10-with-mct-oil
CANDIDATE,copper-gluconate-pure-bulk,Copper Gluconate Powder Pure Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.049,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/copper-gluconate-pure-bulk
CANDIDATE,potassium-iodide-bulk,Potassium Iodide Bulk 25kg,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.2296,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/potassium-iodide-bulk
CANDIDATE,l-isoleucine,L-Isoleucine,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0725,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-isoleucine
CANDIDATE,glycine,Glycine Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.037,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/glycine
CANDIDATE,coenzyme-q10-coq10-with-mct-oil-bulk,Coenzyme Q10 (COQ10) with MCT Oil Bulk,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",1378.95,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/coenzyme-q10-coq10-with-mct-oil-bulk
CANDIDATE,hydrolyzed-collagen-fish,Hydrolyzed Collagen Peptides (Fish) (Type I) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN"", ""WHEAT-FREE""]",0.0995,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/hydrolyzed-collagen-fish
CANDIDATE,cyanocobalamin-pure-vitamin-b12,Cyanocobalamin Pure (Vitamin B12) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",11.45,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/cyanocobalamin-pure-vitamin-b12
CANDIDATE,vitamin-e-400iu-softgels-qty-250,Vitamin E 400IU Softgels in MCT Oil (Qty: 250),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.325,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/vitamin-e-400iu-softgels-qty-250
CANDIDATE,cholecalciferol-vitamin-d3,Cholecalciferol (Vitamin D3) Powder,{},"[""NO-FILLERS"", ""PURE""]",0.118,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/cholecalciferol-vitamin-d3
CANDIDATE,biotin-pure-vitamin-b7,Biotin Pure (Vitamin B7) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-DESTRUCTIVE"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.995,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/biotin-pure-vitamin-b7
CANDIDATE,fucoidan-75-kelp-extract,Fucoidan 75% (Kelp Extract),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.478,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/fucoidan-75-kelp-extract
CANDIDATE,benfotiamine,Benfotiamine Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.319,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/benfotiamine
CANDIDATE,folic-acid-pure-vitamin-b9,Folic Acid Pure (Vitamin B9) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.275,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/folic-acid-pure-vitamin-b9
CANDIDATE,chlorella-broken-cell-wall,Chlorella (Broken Cell Wall),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-ANIMAL"", ""NON-ESSENTIAL"", ""NON-MEAT"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.125,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/chlorella-broken-cell-wall
CANDIDATE,shiitake-mushroom-50,Shiitake Mushroom  Extract 50%,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0875,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/shiitake-mushroom-50
CANDIDATE,zinc-picolinate-20,Zinc Picolinate 20%,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.125,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/zinc-picolinate-20
CANDIDATE,magnesium-orotate,Magnesium Orotate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.255,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-orotate
CANDIDATE,electrolytes-tasty-clear,Tasty Clear Electrolytes,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.12,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/electrolytes-tasty-clear
CANDIDATE,zinc-l-aspartate,Zinc L-Aspartate (USA),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-HEALING"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0688,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/zinc-l-aspartate
CANDIDATE,l-arginine-a-ketoglutarate-aakg,L-Arginine a-Ketoglutarate Powder (AAKG),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0825,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-arginine-a-ketoglutarate-aakg
CANDIDATE,riboflavin-vitamin-b2,Riboflavin (Vitamin B2),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.235,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/riboflavin-vitamin-b2
CANDIDATE,l-citrulline,L-Citrulline Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.055,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-citrulline
CANDIDATE,inositol-vitamin-b8,Myo-Inositol Powder (Vitamin B8),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.055,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/inositol-vitamin-b8
CANDIDATE,inositol-hexanicotinate,Inositol Hexanicotinate Powder,{},"[""BSE-TSE-FREE"", ""FLUSH-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.1771,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/inositol-hexanicotinate
CANDIDATE,magnesium-carbonate,Magnesium Carbonate,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.031,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/magnesium-carbonate
CANDIDATE,alcar-ala-powder,ALCAR/ALA,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.185,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/alcar-ala-powder
CANDIDATE,biotin-1-vitamin-b7,Biotin 1% (Vitamin B7) Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0995,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/biotin-1-vitamin-b7
CANDIDATE,edta-calcium-disodium,EDTA Calcium Disodium Powder,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0895,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/edta-calcium-disodium
CANDIDATE,spirulina,Spirulina,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.0558,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/spirulina
CANDIDATE,l-histidine-base,L-Histidine Base,{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.253,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/l-histidine-base
CANDIDATE,clif-highs-pure-sleep,Clif High's Pure Sleep (Generation 2),{},"[""BSE-TSE-FREE"", ""NO-FILLERS"", ""NON-HABIT"", ""PURE"", ""VEGAN"", ""VEGETARIAN""]",0.3371,EUR/unit,,30,0.5,unknown,,,,,,,,,,,1,US,EXW,https://purebulk.com/products/clif-highs-pure-sleep
